天數,二次加權,一次
Day 109,11798586.679999999701977,11917808.059999998658895
Day 110,11836000.310000002384186,11953790.549999998882413
Day 111,11766082.490000002086163,11866755.980000000447035
Day 112,11673432.899999998509884,11767831.509999999776483
Day 113,11829126.250000000000000,11912527.760000001639128
Day 114,11770877.289999999105930,11892866.660000000149012
Day 115,11851104.179999999701977,11965994.599999999627471
Day 116,11986136.559999998658895,12076038.860000001266599
Day 117,11846831.400000000372529,11939815.839999999850988
Day 118,11574072.699999999254942,11670683.199999999254942
Day 119,11561947.309999998658895,11713349.610000001266599
Day 120,11449160.019999999552965,11596046.570000000298023
Day 121,11478215.250000000000000,11611320.879999998956919
Day 122,11639561.609999999403954,11803001.299999998882413
Day 123,11788365.359999999403954,11953870.490000000223517
Day 124,11770213.929999999701977,11903178.949999999254942
Day 125,11763903.019999999552965,11911751.009999999776483
Day 126,11699935.019999999552965,11851899.300000000745058
Day 127,11770287.059999998658895,11929686.070000000298023
Day 128,11917298.080000000074506,12099400.480000000447035
Day 129,12012435.599999999627471,12177506.359999999403954
Day 130,12126255.990000000223517,12254365.369999999180436
Day 131,12111816.900000000372529,12263161.359999999403954
Day 132,12224681.120000001043081,12388486.620000001043081
Day 133,12088125.039999999105930,12290635.149999998509884
Day 134,12171071.650000002235174,12352922.990000000223517
Day 135,12045784.849999997764826,12253464.329999998211861
Day 136,12112290.870000001043081,12283876.160000000149012
Day 137,12352433.820000000298023,12471522.279999999329448
Day 138,12389673.910000000149012,12536648.349999997764826
Day 139,12408758.510000001639128,12546283.459999999031425
Day 140,12455103.839999999850988,12655216.540000000968575
Day 141,12386349.170000001788139,12597743.089999999850988
Day 142,12419793.310000002384186,12606612.739999998360872
Day 143,12367932.679999999701977,12594385.199999999254942
Day 144,12387160.259999999776483,12591473.589999997988343
Day 145,12406044.299999998882413,12602252.609999997541308
Day 146,12424454.120000001043081,12623493.979999998584390
Day 147,12637744.989999998360872,12831651.849999999627471
Day 148,12694774.570000002160668,12847843.599999999627471
Day 149,12736402.759999999776483,12846609.190000001341105
Day 150,12691844.140000000596046,12798522.129999998956919
Day 151,12650283.439999999478459,12773106.579999998211861
Day 152,12716296.410000000149012,12798296.710000000894070
Day 153,12764525.129999998956919,12765557.860000001266599
Day 154,12691639.699999999254942,12734784.170000001788139
Day 155,12781815.419999998062849,12813134.980000000447035
Day 156,12609660.250000000000000,12647167.050000000745058
Day 157,12426709.829999998211861,12459544.929999999701977
Day 158,12438094.960000000894070,12473387.740000000223517
Day 159,12499083.039999999105930,12523545.499999998137355
Day 160,12537470.989999998360872,12533878.039999999105930
Day 161,12446398.320000000298023,12430504.359999999403954
Day 162,12539845.299999998882413,12545008.329999998211861
Day 163,12632310.820000000298023,12537412.370000001043081
Day 164,12609938.079999998211861,12509016.199999999254942
Day 165,12376140.330000000074506,12301681.000000000000000
Day 166,12398934.560000000521541,12326328.660000000149012
Day 167,12489873.779999999329448,12408497.079999998211861
Day 168,12410795.609999999403954,12349135.349999999627471
Day 169,12521201.890000000596046,12486583.599999999627471
Day 170,12666329.439999997615814,12623364.359999997541308
Day 171,12753149.359999999403954,12663342.660000002011657
Day 172,12735909.619999999180436,12631805.830000000074506
Day 173,12839312.260000001639128,12740107.899999998509884
Day 174,13022353.939999997615814,12878504.660000000149012
Day 175,13115682.050000000745058,13000606.069999998435378
Day 176,13062186.150000000372529,12994259.320000000298023
Day 177,13155807.210000000894070,13029982.090000001713634
Day 178,13311746.140000000596046,13205589.739999998360872
Day 179,13333288.169999999925494,13234577.970000000670552
Day 180,13463324.890000000596046,13312898.460000000894070
Day 181,13390642.730000000447035,13279075.729999998584390
Day 182,13225844.359999999403954,13129325.559999996796250
Day 183,13274254.220000000670552,13176556.619999999180436
Day 184,13334812.189999999478459,13238855.209999997168779
Day 185,13321945.030000001192093,13181562.740000002086163
Day 186,13423685.099999997764826,13267958.130000000819564
Day 187,13460237.940000001341105,13345763.769999999552965
Day 188,13321063.209999999031425,13223131.669999999925494
Day 189,13353540.649999998509884,13291625.860000001266599
Day 190,13349954.380000000819564,13206627.929999999701977
Day 191,13261153.330000000074506,13103088.379999998956919
Day 192,13440406.940000001341105,13197123.740000000223517
Day 193,13312592.339999999850988,13104363.509999997913837
Day 194,13131536.190000001341105,12964422.410000000149012
Day 195,13159487.429999999701977,12949768.399999996647239
Day 196,13594356.799999997019768,13307782.430000001564622
Day 197,13651797.519999999552965,13335221.660000000149012
Day 198,13728905.660000000149012,13388271.730000000447035
Day 199,13593922.830000001937151,13266178.730000000447035
Day 200,13795712.059999998658895,13435971.799999998882413
Day 201,13758177.370000001043081,13420721.339999999850988
Day 202,13722417.599999999627471,13369103.709999999031425
Day 203,13692433.339999999850988,13335225.899999998509884
Day 204,13760521.419999999925494,13351229.900000000372529
Day 205,13839955.350000001490116,13452059.800000000745058
Day 206,13803756.929999997839332,13442370.989999998360872
Day 207,13821333.730000000447035,13534635.919999999925494
Day 208,13741366.109999999403954,13410199.959999999031425
Day 209,13821308.879999998956919,13477273.130000000819564
Day 210,13805512.169999999925494,13450990.699999999254942
Day 211,13856412.030000001192093,13482689.639999998733401
Day 212,13916820.619999997317791,13589875.449999999254942
Day 213,13910393.619999997317791,13641217.399999998509884
Day 214,13968735.970000000670552,13653436.700000001117587
Day 215,14050905.209999999031425,13738478.790000000968575
Day 216,13898690.830000000074506,13607954.429999999701977
Day 217,14125665.190000001341105,13811726.730000000447035
Day 218,14101027.460000000894070,13790287.299999998882413
Day 219,14053973.030000001192093,13778649.449999999254942
Day 220,14172252.189999999478459,13854233.659999998286366
Day 221,14324621.570000000298023,13999470.509999997913837
Day 222,14397370.650000002235174,14061816.139999998733401
Day 223,14409117.039999999105930,14097957.820000002160668
Day 224,14329532.900000000372529,14041959.269999997690320
Day 225,14181192.960000000894070,13937711.289999997243285
Day 226,14284990.199999999254942,14043847.890000000596046
Day 227,14440243.929999999701977,14193242.059999998658895
Day 228,14350220.769999999552965,14182361.620000001043081
Day 229,14436901.400000000372529,14274846.050000000745058
Day 230,14466627.910000000149012,14305427.039999999105930
Day 231,14449202.370000001043081,14279779.439999999478459
Day 232,14366231.029999997466803,14167451.960000000894070
Day 233,14196684.850000001490116,14060663.160000000149012
Day 234,14175673.869999997317791,14001633.309999998658895
Day 235,14170802.339999999850988,13993761.449999999254942
Day 236,14374103.780000001192093,14194349.869999999180436
Day 237,14457891.759999999776483,14195028.949999999254942
Day 238,14460918.640000000596046,14138771.629999998956919
Day 239,14208828.199999999254942,13900138.029999999329448
Day 240,14133193.419999999925494,13814918.079999998211861
Day 241,14185230.590000003576279,13807779.110000001266599
Day 242,14261765.910000000149012,13879384.060000000521541
Day 243,14407359.679999999701977,13944545.889999998733401
Day 244,14699273.629999998956919,14205716.070000000298023
Day 245,14716427.779999999329448,14189597.419999998062849
Day 246,14754380.559999998658895,14271626.680000001564622
Day 247,14783193.000000000000000,14295466.849999999627471
Day 248,14843843.019999999552965,14333657.250000000000000
Day 249,14982221.100000001490116,14463723.189999997615814
Day 250,14945905.330000000074506,14451565.330000001937151
Day 251,14947628.100000001490116,14457659.459999999031425
Day 252,14983246.910000000149012,14522920.219999998807907
result_train_2014(2014 Q1).csv,252
Day 1,10000000.000000000000000,10000000.000000000000000
Day 2,9984580.780000001192093,9920340.800000000745058
Day 3,9950636.759999999776483,9868763.630000000819564
Day 4,10022408.859999999403954,9895600.150000000372529
Day 5,9984473.390000000596046,9836410.560000000521541
Day 6,9956360.589999999850988,9755832.620000001043081
Day 7,9975068.220000000670552,9803892.560000000521541
Day 8,9875360.990000000223517,9943905.359999999403954
Day 9,9928274.510000001639128,10072124.589999999850988
Day 10,9977973.080000000074506,10193508.589999999850988
Day 11,9956175.480000000447035,10185262.270000001415610
Day 12,9877864.539999999105930,10020635.080000001937151
Day 13,9892447.480000000447035,10044334.900000000372529
Day 14,9847863.390000000596046,10005241.030000001192093
Day 15,9762251.009999999776483,10061581.320000000298023
Day 16,9683092.549999998882413,10093708.440000001341105
Day 17,9639289.949999999254942,10087360.320000000298023
Day 18,9644116.550000000745058,9866879.580000000074506
Day 19,9501035.050000000745058,9822820.320000000298023
Day 20,9591271.530000001192093,9922414.000000000000000
Day 21,9537970.859999999403954,9978591.470000000670552
Day 22,9352233.400000000372529,9802558.199999999254942
Day 23,9377587.500000000000000,9930660.220000000670552
Day 24,9420611.780000001192093,9907665.870000001043081
Day 25,9549362.439999999478459,9955701.480000000447035
Day 26,9629086.469999998807907,10100167.900000000372529
Day 27,9667758.780000001192093,10185882.129999998956919
Day 28,9729642.310000000521541,10315810.800000000745058
Day 29,9725799.100000001490116,10295152.469999998807907
Day 30,9703245.320000000298023,10365909.310000000521541
Day 31,9801978.410000000149012,10386753.539999999105930
Day 32,9734046.359999999403954,10397884.460000000894070
Day 33,9678270.929999999701977,10310293.100000001490116
Day 34,9729393.149999998509884,10346140.519999999552965
Day 35,9748309.080000000074506,10346155.919999999925494
Day 36,9791176.120000001043081,10343743.849999999627471
Day 37,9871167.940000001341105,10279200.500000000000000
Day 38,9904856.129999998956919,10268905.830000000074506
Day 39,9909411.570000000298023,10392166.290000000968575
Day 40,9921139.550000000745058,10446322.080000001937151
Day 41,9828704.419999999925494,10369247.240000000223517
Day 42,9952721.870000001043081,10489956.919999999925494
Day 43,9901724.669999999925494,10457672.060000000521541
Day 44,9913814.469999998807907,10477152.189999999478459
Day 45,9957408.330000000074506,10467183.500000000000000
Day 46,9930904.090000001713634,10452857.199999999254942
Day 47,9901971.360000001266599,10459158.800000000745058
Day 48,9918337.570000000298023,10493041.300000000745058
Day 49,9814990.869999999180436,10354398.930000001564622
Day 50,9799803.200000001117587,10295438.230000000447035
Day 51,9871864.010000001639128,10376784.679999999701977
Day 52,9911731.379999998956919,10545913.759999999776483
Day 53,9863530.980000000447035,10495032.930000001564622
Day 54,9886177.280000001192093,10547989.970000000670552
Day 55,9730621.039999999105930,10494990.310000000521541
Day 56,9732714.669999999925494,10504604.880000000819564
Day 57,9791910.589999999850988,10620232.179999999701977
Day 58,9747668.369999999180436,10595161.820000000298023
Day 59,9715637.619999999180436,10523137.200000001117587
Day 60,9762527.930000001564622,10620498.859999999403954
Day 61,9821550.370000001043081,10735180.280000001192093
Day 62,9915626.800000000745058,10776339.039999999105930
Day 63,9918455.389999998733401,10781605.460000000894070
Day 64,9894230.390000000596046,10711489.710000000894070
Day 65,9783653.259999999776483,10560984.660000000149012
Day 66,9709542.900000000372529,10441869.459999999031425
Day 67,9812316.140000000596046,10433560.550000000745058
Day 68,9877377.820000000298023,10671953.370000001043081
Day 69,9746534.750000000000000,10446853.560000000521541
Day 70,9643439.310000000521541,10414912.320000000298023
Day 71,9733325.750000000000000,10401302.609999999403954
Day 72,9733168.740000002086163,10461983.369999999180436
Day 73,9821452.429999999701977,10540761.250000000000000
Day 74,9890901.460000000894070,10555777.150000000372529
Day 75,9928328.550000000745058,10639576.220000000670552
Day 76,9998522.370000001043081,10682459.519999999552965
Day 77,9925903.449999999254942,10595180.609999999403954
Day 78,9946840.179999999701977,10871875.990000000223517
Day 79,9883156.750000000000000,10882138.519999999552965
Day 80,9924408.320000000298023,11063833.039999999105930
Day 81,9930547.359999999403954,11158394.690000001341105
Day 82,9943312.360000001266599,11124252.429999999701977
Day 83,9918665.860000001266599,11168202.410000000149012
Day 84,9901725.290000000968575,11052428.040000000968575
Day 85,9885753.210000000894070,11107339.850000001490116
Day 86,9768847.570000000298023,10932543.360000001266599
Day 87,9802771.970000000670552,10866642.870000001043081
Day 88,9849193.969999998807907,10792197.320000000298023
Day 89,9889230.970000000670552,10794057.210000000894070
Day 90,9942835.439999999478459,10881887.629999998956919
Day 91,9869852.660000000149012,10958719.699999999254942
Day 92,9788660.910000000149012,10985175.859999999403954
Day 93,9901893.429999999701977,10865065.380000000819564
Day 94,9983366.369999999180436,10936656.699999999254942
Day 95,9959719.200000001117587,11004414.810000000521541
Day 96,9948413.669999999925494,10975405.780000001192093
Day 97,10031085.980000000447035,11084272.950000001117587
Day 98,10067752.480000000447035,11061269.470000000670552
Day 99,10122492.719999998807907,11125955.810000000521541
Day 100,10170893.710000000894070,11193754.540000000968575
Day 101,10172845.820000000298023,11147951.890000000596046
Day 102,10176149.630000000819564,11333870.740000000223517
Day 103,10208749.820000000298023,11384126.200000001117587
Day 104,10225786.679999999701977,11349232.150000000372529
Day 105,10158829.380000000819564,11356606.500000000000000
Day 106,10150772.149999998509884,11404514.940000001341105
Day 107,10168074.899999998509884,11510985.610000001266599
Day 108,10199792.080000000074506,11507399.320000000298023
Day 109,10211390.100000001490116,11557054.510000001639128
Day 110,10228439.199999999254942,11602946.990000000223517
Day 111,10164140.690000001341105,11585623.080000000074506
Day 112,10058081.710000000894070,11459929.179999999701977
Day 113,10042817.150000000372529,11471589.469999998807907
Day 114,10048432.280000001192093,11523167.359999999403954
Day 115,10093000.750000000000000,11533578.230000000447035
Day 116,10170470.779999999329448,11558679.020000001415610
Day 117,10167406.660000000149012,11525213.350000001490116
Day 118,10145936.630000000819564,11542147.699999999254942
Day 119,10144266.049999998882413,11538292.419999999925494
Day 120,10087379.530000001192093,11454498.550000000745058
Day 121,10169569.519999999552965,11546301.570000000298023
Day 122,10158734.550000000745058,11519046.280000001192093
Day 123,10214615.800000000745058,11544792.980000000447035
Day 124,10209298.099999999627471,11557083.690000001341105
Day 125,10297123.879999998956919,11641673.980000000447035
Day 126,10298619.580000000074506,11679048.339999999850988
Day 127,10353060.390000000596046,11703381.740000000223517
Day 128,10351312.330000000074506,11756460.099999999627471
Day 129,10293185.120000001043081,11687895.669999999925494
Day 130,10401361.990000002086163,11705309.910000000149012
Day 131,10320618.190000001341105,11694360.490000000223517
Day 132,10315751.370000001043081,11728404.809999998658895
Day 133,10328143.539999999105930,11767263.220000000670552
Day 134,10367165.620000001043081,11729218.740000000223517
Day 135,10350577.180000001564622,11868818.900000000372529
Day 136,10278548.230000000447035,11800851.380000000819564
Day 137,10362490.160000000149012,11921570.140000000596046
Day 138,10313646.849999999627471,11891455.750000000000000
Day 139,10351751.200000001117587,11952423.259999999776483
Day 140,10343149.330000000074506,12038650.390000000596046
Day 141,10413043.980000000447035,11996476.470000000670552
Day 142,10373925.219999998807907,12028402.609999999403954
Day 143,10381878.320000000298023,12025684.059999998658895
Day 144,10326751.410000000149012,12032596.110000001266599
Day 145,10374793.129999998956919,11961409.900000000372529
Day 146,10196286.129999998956919,11725915.390000000596046
Day 147,10197442.150000000372529,11725402.960000000894070
Day 148,10224089.419999999925494,11765883.940000001341105
Day 149,10199591.219999998807907,11650670.759999999776483
Day 150,10269157.730000000447035,11606687.500000000000000
Day 151,10204629.210000000894070,11610861.269999999552965
Day 152,10331836.330000001937151,11680429.019999999552965
Day 153,10384730.730000000447035,11740566.599999999627471
Day 154,10364771.850000001490116,11793348.190000001341105
Day 155,10395027.349999999627471,11952383.179999999701977
Day 156,10358449.689999999478459,12043032.429999999701977
Day 157,10330378.929999999701977,12098475.300000000745058
Day 158,10415917.080000000074506,12164158.810000000521541
Day 159,10564962.539999999105930,12274686.929999999701977
Day 160,10666232.460000000894070,12280678.700000001117587
Day 161,10714106.789999999105930,12262887.679999999701977
Day 162,10698093.849999999627471,12309376.919999999925494
Day 163,10736619.050000000745058,12358168.900000000372529
Day 164,10740004.660000000149012,12348053.540000000968575
Day 165,10751679.300000000745058,12393190.419999999925494
Day 166,10739419.850000001490116,12380290.559999998658895
Day 167,10779679.640000000596046,12447581.239999998360872
Day 168,10714522.280000001192093,12429276.000000000000000
Day 169,10649990.689999999478459,12280170.429999999701977
Day 170,10723544.160000002011657,12245549.769999999552965
Day 171,10854889.899999998509884,12413799.919999999925494
Day 172,10822663.799999998882413,12429545.519999999552965
Day 173,10726692.759999999776483,12406948.419999999925494
Day 174,10785026.480000000447035,12554566.010000001639128
Day 175,10786776.429999999701977,12542604.040000000968575
Day 176,10766421.160000002011657,12488351.380000000819564
Day 177,10783421.609999999403954,12443802.380000000819564
Day 178,10821828.919999999925494,12489622.419999999925494
Day 179,10862356.560000000521541,12491056.870000001043081
Day 180,10905639.870000001043081,12543229.410000000149012
Day 181,10914565.949999999254942,12595690.740000000223517
Day 182,10849480.469999998807907,12564707.890000000596046
Day 183,10776589.500000000000000,12566300.130000000819564
Day 184,10902879.780000001192093,12580790.539999999105930
Day 185,10755987.240000000223517,12275336.259999999776483
Day 186,11155888.349999999627471,12413174.789999999105930
Day 187,11154256.320000000298023,12390215.790000000968575
Day 188,11106019.120000001043081,12401280.859999999403954
Day 189,11001611.730000000447035,12255399.419999999925494
Day 190,11090536.810000000521541,12282642.320000000298023
Day 191,11213491.910000000149012,12371153.390000000596046
Day 192,11129529.210000000894070,12349600.429999999701977
Day 193,11014252.440000001341105,12187232.740000000223517
Day 194,11121847.460000000894070,12501682.550000000745058
Day 195,10970084.140000000596046,12362207.540000000968575
Day 196,10888337.039999999105930,12149672.679999999701977
Day 197,10683822.980000000447035,11907048.000000000000000
Day 198,10679357.109999999403954,11882307.250000000000000
Day 199,10583345.710000000894070,11677753.000000000000000
Day 200,10636224.320000000298023,11493142.900000000372529
Day 201,10762985.150000000372529,11672193.980000000447035
Day 202,10858899.130000000819564,11802742.939999999478459
Day 203,11065380.559999998658895,12061561.710000000894070
Day 204,10974040.610000001266599,12064240.009999999776483
Day 205,11039343.869999999180436,12274701.370000001043081
Day 206,11145521.129999998956919,12456727.899999998509884
Day 207,11206045.260000001639128,12354223.850000001490116
Day 208,11317751.869999999180436,12434597.500000000000000
Day 209,11302175.900000000372529,12495142.109999999403954
Day 210,11379077.780000001192093,12503587.919999999925494
Day 211,11432999.969999998807907,12669778.769999999552965
Day 212,11420665.130000000819564,12838794.890000002458692
Day 213,11505880.179999999701977,12847018.600000001490116
Day 214,11565255.700000001117587,12897470.360000001266599
Day 215,11618120.260000001639128,12945191.330000000074506
Day 216,11617985.729999998584390,12961862.259999999776483
Day 217,11660712.800000000745058,12937409.650000002235174
Day 218,11664375.800000000745058,13010032.500000001862645
Day 219,11694636.109999999403954,13063301.790000000968575
Day 220,11757223.980000000447035,13219472.950000001117587
Day 221,11771766.070000000298023,13242494.860000001266599
Day 222,11791923.269999999552965,13249983.519999999552965
Day 223,11761046.400000000372529,13276790.709999999031425
Day 224,11821404.039999999105930,13179561.019999999552965
Day 225,11875715.009999997913837,13274286.320000000298023
Day 226,11913179.830000000074506,13235309.000000000000000
Day 227,11935927.580000001937151,13263825.770000001415610
Day 228,11922298.330000000074506,13215674.810000000521541
Day 229,11978834.380000000819564,13327462.299999998882413
Day 230,12150554.689999999478459,13373671.060000002384186
Day 231,12067035.289999999105930,13291585.660000000149012
Day 232,12112819.419999999925494,13276184.599999999627471
Day 233,12122183.849999999627471,13283465.140000000596046
Day 234,12148598.769999999552965,13355978.160000002011657
Day 235,12141686.949999999254942,13336024.859999999403954
Day 236,12095116.580000001937151,13188031.290000000968575
Day 237,12069348.519999999552965,13124768.720000000670552
Day 238,11983284.870000001043081,12969316.640000000596046
Day 239,12027180.190000001341105,12936509.870000001043081
Day 240,11946494.009999999776483,12727937.699999999254942
Day 241,11899760.280000001192093,12587684.829999998211861
Day 242,11732429.690000001341105,12379701.019999999552965
Day 243,11897224.810000000521541,12599837.950000001117587
Day 244,12168198.900000000372529,12987106.980000002309680
Day 245,12150218.419999999925494,13003377.849999999627471
Day 246,12301427.970000000670552,13039255.910000000149012
Day 247,12335457.550000000745058,12946674.900000000372529
Day 248,12340612.150000000372529,12913348.540000000968575
Day 249,12379272.300000000745058,12995101.319999998435378
Day 250,12404792.009999999776483,12949787.169999999925494
Day 251,12364633.960000000894070,12847192.700000001117587
Day 252,12260938.320000000298023,12647867.360000001266599
result_train_2015(2015 Q1).csv,252
Day 1,10000000.000000000000000,10000000.000000000000000
Day 2,9863760.750000000000000,9817134.029999999329448
Day 3,9844466.099999999627471,9770954.419999998062849
Day 4,10031792.309999998658895,9914962.529999999329448
Day 5,10165244.480000000447035,10192954.549999998882413
Day 6,10047823.989999998360872,10074064.320000000298023
Day 7,10029736.129999998956919,10024419.699999999254942
Day 8,9975894.230000000447035,10021212.879999998956919
Day 9,9838341.759999999776483,9918820.330000000074506
Day 10,9782415.579999998211861,9893943.169999998062849
Day 11,9797782.629999998956919,9966725.230000000447035
Day 12,9793407.239999998360872,10007152.750000000000000
Day 13,9763484.359999999403954,10131556.659999998286366
Day 14,9916076.570000000298023,10367480.539999999105930
Day 15,9860553.980000000447035,10325365.559999998658895
Day 16,9930586.210000000894070,10297346.169999998062849
Day 17,9773759.169999998062849,10109769.039999999105930
Day 18,9669326.279999999329448,9958762.279999999329448
Day 19,9992118.689999999478459,10064860.589999999850988
Day 20,9809784.320000000298023,9956144.519999999552965
Day 21,9795650.169999999925494,9984151.529999999329448
Day 22,9947001.460000000894070,10107694.589999999850988
Day 23,9910831.769999999552965,10146462.009999999776483
Day 24,9968466.740000000223517,10291316.890000000596046
Day 25,9868684.330000000074506,10142120.199999999254942
Day 26,9767978.240000000223517,10058509.000000000000000
Day 27,9920797.359999999403954,10184882.229999998584390
Day 28,9855226.869999999180436,10181593.989999998360872
Day 29,9938180.429999999701977,10266988.919999999925494
Day 30,9970308.070000000298023,10239063.900000000372529
Day 31,9891141.550000000745058,10258929.709999999031425
Day 32,9996064.379999998956919,10298853.419999999925494
Day 33,9979364.029999999329448,10310258.719999998807907
Day 34,10044599.189999999478459,10488209.689999999478459
Day 35,10055241.469999998807907,10616038.989999998360872
Day 36,10112205.780000001192093,10591445.460000000894070
Day 37,10383154.219999998807907,10601443.239999998360872
Day 38,10438194.890000000596046,10604415.179999999701977
Day 39,10411804.039999999105930,10576944.969999998807907
Day 40,10557057.099999999627471,10747464.059999998658895
Day 41,10502082.699999999254942,10631945.570000000298023
Day 42,10505225.189999999478459,10627944.879999998956919
Day 43,10493558.829999998211861,10697523.320000000298023
Day 44,10306387.230000000447035,10519971.219999998807907
Day 45,10364839.449999999254942,10631682.599999999627471
Day 46,10240308.710000000894070,10440235.539999999105930
Day 47,10106924.800000000745058,10401915.830000000074506
Day 48,10265520.870000001043081,10593851.339999999850988
Day 49,10206699.189999999478459,10505951.799999998882413
Day 50,10282207.169999999925494,10686158.000000000000000
Day 51,10234927.330000000074506,10602390.469999998807907
Day 52,10330982.939999999478459,10754560.259999997913837
Day 53,10318384.879999998956919,10803544.599999999627471
Day 54,10568299.730000000447035,10908512.050000000745058
Day 55,10625115.460000000894070,10870365.869999999180436
Day 56,10622701.879999998956919,10812884.989999998360872
Day 57,10469963.080000000074506,10633486.919999999925494
Day 58,10461043.640000000596046,10628776.980000000447035
Day 59,10452995.660000000149012,10703412.830000000074506
Day 60,10555980.800000000745058,10844117.750000000000000
Day 61,10502930.039999999105930,10722267.400000000372529
Day 62,10400240.070000000298023,10655557.469999998807907
Day 63,10380838.989999998360872,10661621.629999998956919
Day 64,10409173.559999998658895,10671145.390000000596046
Day 65,10406613.390000000596046,10685544.039999999105930
Day 66,10497602.870000001043081,10791329.689999999478459
Day 67,10475205.889999998733401,10796009.629999998956919
Day 68,10503291.480000000447035,10779909.130000000819564
Day 69,10447164.500000000000000,10730872.750000000000000
Day 70,10468348.660000000149012,10754158.370000001043081
Day 71,10423012.539999999105930,10686231.019999999552965
Day 72,10382742.550000000745058,10828387.189999999478459
Day 73,10272036.739999998360872,10628957.509999997913837
Day 74,10417490.600000001490116,10685223.359999999403954
Day 75,10363040.269999999552965,10750590.389999998733401
Day 76,10514905.619999999180436,10830873.949999999254942
Day 77,10520375.339999999850988,10864838.559999998658895
Day 78,10605244.519999999552965,10861375.769999999552965
Day 79,10480882.439999999478459,10760524.289999999105930
Day 80,10444973.789999999105930,10750696.259999997913837
Day 81,10471995.140000000596046,10658955.380000000819564
Day 82,10376300.969999998807907,10473967.740000000223517
Day 83,10545378.679999999701977,10587457.709999999031425
Day 84,10459001.509999999776483,10624985.919999999925494
Day 85,10436905.730000000447035,10590012.500000000000000
Day 86,10440323.309999998658895,10572378.259999999776483
Day 87,10526467.539999999105930,10703651.869999999180436
Day 88,10655763.210000000894070,10913836.259999999776483
Day 89,10636101.089999999850988,10873726.410000000149012
Day 90,10637595.030000001192093,10838095.229999998584390
Day 91,10593853.250000000000000,10868718.539999999105930
Day 92,10680493.449999999254942,11069834.689999999478459
Day 93,10779203.600000001490116,11128674.759999999776483
Day 94,10766557.359999999403954,11158135.639999998733401
Day 95,10902854.859999999403954,11186782.150000000372529
Day 96,10871243.269999999552965,11189786.169999999925494
Day 97,10815170.500000000000000,11135646.259999999776483
Day 98,10801727.089999999850988,11120850.410000000149012
Day 99,10719651.019999999552965,10986094.730000000447035
Day 100,10699860.400000000372529,11053564.129999998956919
Day 101,10554575.199999999254942,11043769.150000000372529
Day 102,10492470.470000000670552,10997269.170000001788139
Day 103,10512226.960000000894070,11010130.299999998882413
Day 104,10534919.109999999403954,10949446.730000000447035
Day 105,10568293.699999999254942,10978793.189999999478459
Day 106,10527573.929999999701977,10865698.649999998509884
Day 107,10490500.640000000596046,10872584.410000000149012
Day 108,10447140.379999998956919,10829398.269999999552965
Day 109,10411299.990000000223517,10842821.089999999850988
Day 110,10546025.219999998807907,11048375.719999998807907
Day 111,10589981.849999999627471,11093285.679999999701977
Day 112,10556306.060000000521541,11018948.320000000298023
Day 113,10493464.399999998509884,11009975.059999998658895
Day 114,10574287.489999998360872,11159199.449999999254942
Day 115,10616440.960000000894070,11093268.639999998733401
Day 116,10732608.469999998807907,11212524.289999999105930
Day 117,10756192.160000000149012,11172193.580000000074506
Day 118,10812224.769999999552965,11198788.830000000074506
Day 119,10849888.400000000372529,11311775.559999998658895
Day 120,10769380.559999998658895,11131155.400000000372529
Day 121,10671200.509999999776483,11188526.460000000894070
Day 122,10988360.509999999776483,11383321.490000000223517
Day 123,10781854.099999999627471,11141517.910000000149012
Day 124,10779904.349999997764826,11201864.889999998733401
Day 125,10891602.099999999627471,11332525.539999999105930
Day 126,10936731.390000000596046,11315649.029999999329448
Day 127,10906748.269999999552965,11319785.660000000149012
Day 128,11038778.800000000745058,11305094.910000000149012
Day 129,10887473.699999999254942,11118426.219999998807907
Day 130,10930739.589999999850988,11158657.740000000223517
Day 131,11049748.390000000596046,11358396.009999997913837
Day 132,11191523.630000000819564,11490292.859999999403954
Day 133,11206079.460000000894070,11601005.789999999105930
Day 134,11198479.269999999552965,11609993.910000000149012
Day 135,11156755.500000000000000,11622334.359999999403954
Day 136,11161654.960000000894070,11618341.570000000298023
Day 137,11179005.890000000596046,11682133.140000000596046
Day 138,11162526.419999998062849,11583810.660000000149012
Day 139,11234335.699999999254942,11611606.359999999403954
Day 140,11202804.429999999701977,11554695.789999999105930
Day 141,11097118.559999998658895,11627082.339999999850988
Day 142,11027614.440000001341105,11533618.849999999627471
Day 143,11188314.870000001043081,11759307.280000001192093
Day 144,11311251.269999999552965,11873700.300000000745058
Day 145,11367980.649999998509884,11864068.769999999552965
Day 146,11415495.419999998062849,11846548.029999999329448
Day 147,11371914.280000001192093,11837983.809999998658895
Day 148,11406355.100000001490116,11844145.209999999031425
Day 149,11493296.500000000000000,11965798.519999999552965
Day 150,11382891.890000000596046,11775670.219999998807907
Day 151,11328272.899999998509884,11779042.999999998137355
Day 152,11397662.570000000298023,11838885.419999998062849
Day 153,11319218.929999999701977,11748731.549999998882413
Day 154,11217151.439999999478459,11673625.629999998956919
Day 155,11303998.469999998807907,11689693.120000001043081
Day 156,11338620.009999999776483,11747474.459999999031425
Day 157,11445759.660000000149012,11871387.550000000745058
Day 158,11442703.519999999552965,11924360.309999998658895
Day 159,11468297.199999999254942,11850338.039999999105930
Day 160,11256515.839999999850988,11620960.240000000223517
Day 161,10830372.869999999180436,11175929.479999998584390
Day 162,10444154.490000000223517,10734857.250000000000000
