天數,二次加權,一次,二次平均
Day 3,9908695.650000000372529,9990081.089999999850988,9928956.390000002458692
Day 4,9924355.470000000670552,10057283.640000000596046,9953058.640000000596046
Day 5,9911828.670000001788139,10031605.730000000447035,9933084.859999999403954
Day 6,9858400.889999998733401,10008155.959999999031425,9879495.329999998211861
Day 7,9896214.689999999478459,10055026.240000000223517,9922297.939999999478459
Day 8,9841225.730000000447035,10098255.919999999925494,9968687.660000000149012
Day 9,10003412.140000000596046,10162889.500000000000000,10104240.540000000968575
Day 10,10128348.189999999478459,10229883.910000000149012,10197472.279999999329448
Day 11,10114955.180000001564622,10230569.259999999776483,10185415.300000000745058
Day 12,9995779.260000001639128,10186068.000000001862645,10067389.630000000819564
Day 13,10106703.129999998956919,10265586.550000000745058,10159005.169999999925494
Day 14,10065882.790000000968575,10224623.919999999925494,10110161.779999999329448
Day 15,9996769.210000000894070,10132714.959999999031425,10058137.950000001117587
Day 16,9810331.860000001266599,9971129.169999999925494,9909304.550000000745058
Day 17,9879639.950000001117587,10039221.530000001192093,9984583.519999999552965
Day 18,9762065.469999998807907,10056845.330000000074506,9893618.480000000447035
Day 19,9734360.030000001192093,10016456.029999999329448,9850822.460000000894070
Day 20,9841510.759999999776483,10177445.660000000149012,9980188.699999999254942
Day 21,9852636.240000000223517,10162133.650000000372529,9974137.109999999403954
Day 22,9711461.769999999552965,9995222.440000001341105,9827441.640000000596046
Day 23,9756822.129999998956919,10072487.589999999850988,9907599.030000001192093
Day 24,9756858.929999999701977,10093068.339999999850988,9908208.080000000074506
Day 25,9911859.789999999105930,10252901.829999998211861,10047992.159999998286366
Day 26,9997987.789999999105930,10360593.049999998882413,10150680.080000000074506
Day 27,10027214.849999999627471,10379497.520000001415610,10179196.529999999329448
Day 28,10105559.969999998807907,10487182.080000000074506,10269729.960000002756715
Day 29,10118177.119999999180436,10461197.620000001043081,10260338.360000001266599
Day 30,10115735.669999999925494,10429262.269999999552965,10261131.710000000894070
Day 31,10169271.729999998584390,10495508.699999999254942,10316833.699999999254942
Day 32,10171026.800000000745058,10488764.660000000149012,10325554.150000000372529
Day 33,10090745.869999999180436,10419635.259999999776483,10237979.929999999701977
Day 34,10132303.129999998956919,10503932.190000001341105,10295826.189999999478459
Day 35,10097215.570000000298023,10498904.589999999850988,10272100.580000000074506
Day 36,10113770.830000000074506,10492684.810000000521541,10290620.650000000372529
Day 37,10071064.949999999254942,10457983.629999998956919,10246222.649999998509884
Day 38,10100359.410000000149012,10501900.099999999627471,10281723.619999999180436
Day 39,10130624.309999998658895,10521456.830000000074506,10318923.289999999105930
Day 40,10131269.420000001788139,10551347.300000000745058,10329001.500000000000000
Day 41,10064479.459999999031425,10467482.669999999925494,10255300.530000001192093
Day 42,10164600.560000000521541,10604090.509999999776483,10359591.949999999254942
Day 43,10170366.120000001043081,10593797.470000000670552,10359338.809999998658895
Day 44,10197550.519999999552965,10635720.959999999031425,10393607.230000000447035
Day 45,10168814.259999999776483,10622126.500000000000000,10375038.080000000074506
Day 46,10181441.099999999627471,10617680.810000000521541,10381531.789999999105930
Day 47,10225614.850000001490116,10633083.209999999031425,10401208.190000001341105
Day 48,10234764.759999997913837,10644662.119999999180436,10412514.810000000521541
Day 49,10125289.330000000074506,10520058.279999999329448,10289237.619999999180436
Day 50,10086041.710000000894070,10496752.330000001937151,10252998.910000000149012
Day 51,10136081.859999999403954,10567114.810000000521541,10312054.870000001043081
Day 52,10200902.760000001639128,10613811.449999999254942,10370502.059999998658895
Day 53,10183492.500000000000000,10565030.289999999105930,10344899.689999999478459
Day 54,10253354.229999998584390,10612221.779999999329448,10393235.179999999701977
Day 55,10235616.690000001341105,10600661.589999999850988,10351186.670000001788139
Day 56,10246667.250000000000000,10552750.820000000298023,10335257.410000000149012
Day 57,10390487.150000000372529,10744487.629999998956919,10499230.660000000149012
Day 58,10305968.530000001192093,10702866.619999999180436,10450744.169999999925494
Day 59,10234651.859999999403954,10637478.459999999031425,10381243.429999999701977
Day 60,10320377.739999998360872,10716417.370000001043081,10461938.089999999850988
Day 61,10367489.589999999850988,10792528.929999999701977,10525122.899999998509884
Day 62,10493732.470000000670552,10873596.070000000298023,10621785.570000000298023
Day 63,10535819.890000000596046,10927744.220000000670552,10660456.500000001862645
Day 64,10552531.500000000000000,10914370.730000000447035,10667564.420000001788139
Day 65,10449998.050000000745058,10848982.719999998807907,10577080.419999999925494
Day 66,10393493.820000000298023,10755228.939999999478459,10501804.650000002235174
Day 67,10475024.519999999552965,10807678.519999999552965,10567357.080000000074506
Day 68,10563797.250000000000000,10956925.070000000298023,10702909.790000000968575
Day 69,10428822.199999999254942,10791945.119999999180436,10551134.980000000447035
Day 70,10340684.160000000149012,10739962.089999999850988,10477608.889999998733401
Day 71,10460763.620000001043081,10822313.689999999478459,10570430.480000000447035
Day 72,10475897.739999998360872,10889144.870000001043081,10597257.720000000670552
Day 73,10543464.629999998956919,10942041.629999998956919,10661233.980000000447035
Day 74,10578526.409999998286366,10962984.060000000521541,10697349.069999998435378
Day 75,10593392.219999998807907,11010202.639999998733401,10732606.370000001043081
Day 76,10617953.619999999180436,11060992.359999999403954,10768668.330000000074506
Day 77,10596772.030000001192093,11058357.730000000447035,10742719.599999999627471
Day 78,10756043.250000000000000,11084169.500000000000000,10880101.949999999254942
Day 79,10688463.209999999031425,11022722.220000000670552,10813804.949999999254942
Day 80,10700026.820000000298023,10972633.429999999701977,10807552.220000000670552
Day 81,10808269.980000000447035,11139479.300000000745058,10959216.049999998882413
Day 82,10856705.200000001117587,11180464.520000001415610,10996114.000000000000000
Day 83,10779370.040000000968575,11136203.399999998509884,10960423.509999999776483
Day 84,10780857.560000002384186,11067630.070000000298023,10921287.330000000074506
Day 85,10803416.910000000149012,11106829.660000000149012,10952459.319999998435378
Day 86,10742882.890000000596046,11003813.109999999403954,10856698.559999998658895
Day 87,10805747.660000000149012,11044881.779999999329448,10873923.360000001266599
Day 88,10796118.839999999850988,11008749.060000000521541,10836516.149999998509884
Day 89,10807719.799999998882413,11050619.990000000223517,10857428.050000000745058
Day 90,10899269.610000001266599,11111265.439999999478459,10938208.150000000372529
Day 91,10908713.689999999478459,11137442.730000000447035,10959579.839999999850988
Day 92,10883053.970000000670552,11137248.989999998360872,10955482.789999999105930
Day 93,10852959.910000000149012,11123560.210000000894070,10915833.949999999254942
Day 94,10925451.580000000074506,11179490.199999999254942,10977391.579999998211861
Day 95,10943041.769999999552965,11178824.160000000149012,11006325.130000000819564
Day 96,10860538.439999999478459,11076972.289999999105930,10925508.279999999329448
Day 97,10953023.650000002235174,11190092.929999999701977,11021521.869999999180436
Day 98,10940629.840000001713634,11171862.209999999031425,11008300.550000000745058
Day 99,11024940.080000000074506,11237598.390000000596046,11089803.210000000894070
Day 100,11110613.150000000372529,11254175.750000000000000,11159773.750000001862645
Day 101,11124281.589999999850988,11242816.830000000074506,11163120.100000001490116
Day 102,11193123.599999999627471,11324311.070000000298023,11259651.750000000000000
Day 103,11167481.560000000521541,11300779.089999999850988,11242292.030000001192093
Day 104,11216335.109999999403954,11381942.500000000000000,11286185.929999999701977
Day 105,11268641.030000001192093,11386249.050000000745058,11330442.000000000000000
Day 106,11282035.779999999329448,11386287.879999998956919,11342500.089999999850988
Day 107,11363310.300000000745058,11471703.439999999478459,11417069.259999999776483
Day 108,11433996.439999999478459,11505763.679999999701977,11470440.730000000447035
Day 109,11441344.560000000521541,11502462.519999999552965,11479336.740000000223517
Day 110,11497299.800000000745058,11560124.629999998956919,11543174.089999999850988
Day 111,11441682.839999999850988,11529262.679999999701977,11504739.750000001862645
Day 112,11299664.640000000596046,11386780.550000000745058,11368289.939999999478459
Day 113,11434876.790000002831221,11417842.210000000894070,11482453.950000001117587
Day 114,11458000.989999998360872,11405325.769999999552965,11497367.240000000223517
Day 115,11438190.440000001341105,11382066.660000000149012,11480098.009999999776483
Day 116,11485002.339999999850988,11455959.580000000074506,11530324.899999998509884
Day 117,11482994.429999999701977,11464964.590000001713634,11525428.460000000894070
Day 118,11534038.210000000894070,11576544.980000000447035,11587075.259999999776483
Day 119,11529148.770000001415610,11547740.019999999552965,11570761.560000000521541
Day 120,11474913.590000001713634,11465195.050000000745058,11507533.139999998733401
Day 121,11540593.740000000223517,11557706.599999997764826,11590963.199999999254942
Day 122,11521297.089999999850988,11520356.250000000000000,11564897.520000001415610
Day 123,11542305.290000000968575,11463133.289999999105930,11554039.199999999254942
Day 124,11551410.600000001490116,11458143.230000000447035,11571080.939999999478459
result_train_2014_Q3-Q4(2014 Q1).csv,128
Day 1,10000000.000000000000000,10000000.000000000000000,10000000.000000000000000
Day 2,9994819.839999999850988,10006805.359999999403954,10029532.820000000298023
Day 3,10052983.540000000968575,10077175.620000001043081,10083219.720000000670552
Day 4,10045668.959999999031425,10044959.609999999403954,10059149.949999999254942
Day 5,9962468.030000001192093,9963130.929999999701977,10035549.570000000298023
Day 6,10053266.860000001266599,10020131.769999999552965,10123632.220000000670552
Day 7,9973104.860000001266599,9964239.599999999627471,10038735.980000000447035
Day 8,9958905.369999999180436,9968791.529999999329448,10040306.750000000000000
Day 9,9964417.019999999552965,10027953.939999999478459,10084618.789999999105930
Day 10,9985147.009999999776483,10078487.469999998807907,10093601.570000000298023
Day 11,9939391.000000000000000,10242191.589999999850988,10049034.529999999329448
Day 12,9873081.679999999701977,10150851.179999999701977,10049308.939999999478459
Day 13,9976222.390000000596046,10208663.569999998435378,10113941.550000000745058
Day 14,9925784.949999999254942,10201097.439999999478459,10060401.629999998956919
Day 15,9975976.420000001788139,10309175.600000001490116,10102514.539999999105930
Day 16,10004034.759999999776483,10329709.879999998956919,10126802.070000000298023
Day 17,10034404.189999999478459,10349349.839999999850988,10145942.259999999776483
Day 18,9985622.910000000149012,10294661.009999999776483,10067045.509999999776483
Day 19,9939684.110000001266599,10310809.320000000298023,10097116.200000001117587
Day 20,9872262.350000001490116,10278030.910000000149012,10028516.430000001564622
Day 21,9920194.870000001043081,10336676.240000000223517,10024422.480000000447035
Day 22,9723824.140000000596046,10165308.320000000298023,9839114.890000000596046
Day 23,9793130.630000000819564,10146874.440000001341105,9871459.179999999701977
Day 24,9841699.699999999254942,10189891.279999999329448,9896249.130000000819564
Day 25,9753975.660000000149012,10081910.429999999701977,9858313.580000000074506
Day 26,9568192.359999999403954,10147683.070000000298023,9953616.380000000819564
Day 27,9560847.630000000819564,10083334.820000000298023,9846566.510000001639128
Day 28,9662171.350000001490116,10202859.169999999925494,9973502.200000001117587
Day 29,9713273.269999999552965,10256740.570000000298023,9983530.339999999850988
Day 30,9705421.060000000521541,10253542.250000000000000,9979617.990000000223517
Day 31,9727969.900000002235174,10336377.640000000596046,10025811.470000000670552
Day 32,9763082.769999999552965,10361334.710000000894070,10073916.870000001043081
Day 33,9723964.980000000447035,10353685.490000000223517,10039804.530000001192093
Day 34,9798929.490000000223517,10451565.759999999776483,10127342.810000000521541
Day 35,9930155.809999998658895,10558669.890000000596046,10283998.559999998658895
Day 36,10003095.119999999180436,10644718.240000000223517,10360027.000000000000000
Day 37,10015706.850000001490116,10722254.679999999701977,10406152.060000000521541
Day 38,10029019.339999999850988,10721606.759999997913837,10420250.919999999925494
Day 39,10047309.720000000670552,10768388.829999998211861,10456823.700000001117587
Day 40,10039216.339999997988343,10760730.959999999031425,10466427.580000000074506
Day 41,10047394.919999999925494,10769260.650000000372529,10516221.939999999478459
Day 42,10032599.910000000149012,10743807.489999998360872,10502076.429999999701977
Day 43,10042878.530000001192093,10798291.890000000596046,10519303.520000001415610
Day 44,9993436.669999999925494,10741350.640000000596046,10476603.560000000521541
Day 45,9939671.089999999850988,10672947.039999999105930,10426914.710000000894070
Day 46,10086121.310000000521541,10771769.830000000074506,10519239.459999999031425
Day 47,10248938.440000001341105,10870812.640000000596046,10658519.030000001192093
Day 48,10174635.490000000223517,10875001.130000000819564,10614959.690000001341105
Day 49,10101845.970000000670552,10746515.859999999403954,10567532.570000000298023
Day 50,10155611.080000000074506,10823859.510000001639128,10570057.580000000074506
Day 51,10126531.050000000745058,10815966.679999999701977,10533572.799999998882413
Day 52,10086379.870000001043081,10801582.280000001192093,10488247.259999999776483
Day 53,10107678.519999999552965,10829075.480000000447035,10508593.159999998286366
Day 54,10162448.849999999627471,10871254.769999999552965,10566023.039999999105930
Day 55,10196207.250000000000000,10917278.169999999925494,10593189.899999998509884
Day 56,10214584.140000000596046,11000167.310000000521541,10642106.360000001266599
Day 57,10231995.330000000074506,10966382.699999999254942,10671801.559999998658895
Day 58,10120091.510000001639128,10917231.350000001490116,10625848.270000001415610
Day 59,10085678.730000000447035,10862129.050000000745058,10544183.590000001713634
Day 60,10212423.740000000223517,10992083.849999999627471,10699108.919999999925494
Day 61,10080974.200000001117587,10830079.990000000223517,10546000.900000000372529
Day 62,10361427.330000000074506,11129202.009999999776483,10845114.860000001266599
Day 63,10322515.160000000149012,11142755.039999999105930,10819726.679999999701977
Day 64,10280458.339999999850988,11091000.699999999254942,10780265.190000001341105
Day 65,10193728.620000001043081,10931813.300000000745058,10666310.570000000298023
Day 66,10284743.660000000149012,10996183.159999998286366,10738297.029999999329448
Day 67,10417164.639999998733401,11167415.019999999552965,10870693.699999999254942
Day 68,10374622.549999998882413,11125419.810000000521541,10808691.059999998658895
Day 69,10292453.750000000000000,10981100.029999999329448,10726498.230000000447035
Day 70,10446156.430000001564622,11151610.750000001862645,10895635.460000000894070
Day 71,10359425.099999999627471,10966192.269999999552965,10765433.859999999403954
Day 72,10422130.800000000745058,10857377.399999998509884,10800095.830000000074506
Day 73,10213273.500000001862645,10682552.740000000223517,10618415.510000001639128
Day 74,10209058.699999999254942,10709593.759999997913837,10586602.720000000670552
Day 75,10074168.589999999850988,10568489.130000000819564,10428545.609999999403954
Day 76,10077283.589999999850988,10539818.259999999776483,10525726.820000000298023
Day 77,10144285.539999999105930,10688761.869999999180436,10664121.779999999329448
Day 78,10276430.050000000745058,10819235.360000001266599,10806956.060000002384186
Day 79,10449307.460000000894070,11026687.330000000074506,11002098.450000001117587
Day 80,10397610.559999998658895,10913967.580000000074506,10922937.759999999776483
Day 81,10442699.390000000596046,11003599.090000001713634,10974312.070000002160668
Day 82,10528540.759999999776483,11141341.429999997839332,11068365.919999999925494
Day 83,10597225.359999999403954,11199982.719999998807907,11136548.570000000298023
Day 84,10668362.230000000447035,11325256.809999998658895,11204148.040000000968575
Day 85,10630631.899999998509884,11318789.789999999105930,11197816.160000000149012
Day 86,10699394.570000000298023,11306598.359999999403954,11285524.080000000074506
Day 87,10736579.419999999925494,11442933.740000002086163,11316152.099999999627471
Day 88,10737575.570000000298023,11452500.759999999776483,11292883.480000000447035
Day 89,10812087.980000000447035,11502063.960000000894070,11363278.830000000074506
Day 90,10858305.900000000372529,11469697.730000000447035,11418138.669999999925494
Day 91,10920399.150000000372529,11519813.340000001713634,11463409.419999999925494
Day 92,10946798.429999999701977,11494418.919999999925494,11418990.009999999776483
Day 93,11038705.289999999105930,11537623.640000000596046,11515427.070000000298023
Day 94,11022701.320000000298023,11544820.409999998286366,11529970.679999999701977
Day 95,11053987.089999999850988,11556822.560000000521541,11562638.640000000596046
Day 96,11138294.779999997466803,11574867.469999998807907,11665330.750000000000000
Day 97,11091177.580000001937151,11542345.390000000596046,11599732.589999999850988
Day 98,11099497.429999999701977,11562882.109999999403954,11651568.379999998956919
Day 99,11109709.780000001192093,11553183.130000000819564,11662856.720000000670552
Day 100,11183854.990000000223517,11574131.259999999776483,11711838.230000000447035
Day 101,11184188.699999999254942,11707560.629999998956919,11724125.859999999403954
Day 102,11216536.100000001490116,11706112.830000001937151,11746277.289999999105930
Day 103,11244674.400000002235174,11758893.240000000223517,11775260.980000000447035
Day 104,11201395.609999999403954,11715413.339999999850988,11754236.630000002682209
Day 105,11251787.570000000298023,11780484.469999998807907,11791866.799999998882413
Day 106,11442710.520000001415610,11920877.080000000074506,11991694.730000000447035
Day 107,11322306.789999999105930,11850629.419999999925494,11904562.769999999552965
Day 108,11315533.419999998062849,11918340.750000000000000,11944244.250000000000000
Day 109,11289135.469999998807907,11911790.159999998286366,11924459.199999999254942
Day 110,11336239.150000000372529,11963505.970000000670552,11929869.250000000000000
Day 111,11357210.920000001788139,12038024.189999999478459,11947985.300000000745058
Day 112,11323908.009999999776483,12009067.339999999850988,11928252.050000000745058
Day 113,11291412.939999999478459,11954284.500000000000000,11899310.259999999776483
Day 114,11244953.150000000372529,11846192.650000000372529,11817641.160000002011657
Day 115,11423665.859999999403954,11907122.410000000149012,11880244.570000000298023
Day 116,11410364.500000000000000,11767033.089999999850988,11802863.470000000670552
Day 117,11363880.609999999403954,11686492.320000000298023,11773145.730000000447035
Day 118,11183411.329999998211861,11510545.060000000521541,11562035.140000000596046
Day 119,11318886.120000001043081,11687642.400000000372529,11788704.400000000372529
Day 120,11570336.689999997615814,11958119.750000000000000,12051080.539999999105930
Day 121,11493065.070000000298023,11910803.019999999552965,12011087.719999998807907
Day 122,11634123.550000000745058,12059393.600000001490116,12137387.570000000298023
Day 123,11727069.440000001341105,12111091.929999999701977,12164973.410000000149012
Day 124,11724828.620000001043081,12115945.679999999701977,12154243.559999998658895
Day 125,11758451.259999997913837,12144334.739999998360872,12190383.679999999701977
Day 126,11770397.740000002086163,12139494.769999999552965,12188011.789999999105930
Day 127,11731144.730000000447035,12083447.229999998584390,12181517.919999999925494
Day 128,11676636.019999999552965,11996167.330000001937151,12079958.679999999701977
result_train_2015_Q1-Q2(2015 Q1).csv,124
Day 1,10000000.000000000000000,10000000.000000000000000,10000000.000000000000000
Day 2,9882060.570000000298023,9842583.309999998658895,9873535.450000001117587
Day 3,9905462.650000000372529,9828951.459999999031425,9896368.599999999627471
Day 4,10072785.349999999627471,9954632.310000000521541,10018900.480000000447035
Day 5,10248381.050000000745058,10189852.719999998807907,10270414.390000000596046
Day 6,10182539.589999999850988,10127187.099999999627471,10225251.070000000298023
Day 7,10143772.919999999925494,10072497.219999998807907,10183075.209999999031425
Day 8,10134534.630000000819564,10055170.289999999105930,10163722.960000000894070
Day 9,10033972.969999998807907,9986014.689999999478459,10129081.630000000819564
Day 10,9957902.300000000745058,9949624.900000000372529,10103312.140000000596046
Day 11,10018837.500000000000000,10066080.259999999776483,10256022.730000000447035
Day 12,9984479.390000000596046,10016563.629999998956919,10213060.030000001192093
Day 13,9966524.150000000372529,10087857.500000000000000,10282979.439999999478459
Day 14,10135886.460000000894070,10298522.029999999329448,10485481.179999999701977
Day 15,10108008.679999999701977,10220335.110000001266599,10407598.779999999329448
Day 16,10133461.240000000223517,10230597.230000000447035,10420633.540000000968575
Day 17,9995967.620000001043081,10098102.869999999180436,10302063.250000000000000
Day 18,9837506.120000001043081,9925244.000000000000000,10130014.119999999180436
Day 19,9958989.220000000670552,10094004.519999999552965,10302288.159999998286366
Day 20,9704650.519999999552965,9877914.339999999850988,10079800.269999999552965
Day 21,9787406.530000001192093,9952591.710000000894070,10137732.519999999552965
Day 22,9950350.300000000745058,10130915.119999999180436,10302863.769999999552965
Day 23,10015353.740000000223517,10151423.550000000745058,10342494.399999998509884
Day 24,10103498.070000000298023,10282829.690000001341105,10479714.849999999627471
Day 25,10064050.220000000670552,10258432.849999999627471,10423075.539999999105930
Day 26,10004340.920000001788139,10195137.289999999105930,10359565.990000000223517
Day 27,10103789.390000000596046,10311174.359999997541308,10474742.890000000596046
Day 28,10099503.490000000223517,10307464.890000000596046,10438506.189999999478459
Day 29,10196498.900000000372529,10410982.350000001490116,10540819.330000000074506
Day 30,10200194.089999999850988,10417613.560000000521541,10556800.509999999776483
Day 31,10206367.900000000372529,10431641.630000000819564,10563142.269999999552965
Day 32,10228808.139999998733401,10440863.000000000000000,10588094.800000000745058
Day 33,10215513.940000001341105,10446311.570000000298023,10590107.199999999254942
Day 34,10298778.329999998211861,10539258.640000000596046,10676958.550000000745058
Day 35,10294999.279999999329448,10597709.439999999478459,10759445.679999999701977
Day 36,10324171.429999999701977,10612667.750000001862645,10757748.279999999329448
Day 37,10384250.320000000298023,10631439.169999999925494,10785417.429999999701977
Day 38,10388769.900000000372529,10606181.550000000745058,10750169.799999998882413
Day 39,10329777.109999999403954,10565845.199999999254942,10726555.870000001043081
Day 40,10448648.470000000670552,10661931.299999998882413,10821288.550000000745058
Day 41,10423219.519999999552965,10615918.059999998658895,10771420.480000000447035
Day 42,10349637.589999999850988,10594292.839999999850988,10761928.419999998062849
Day 43,10369607.669999998062849,10598744.870000001043081,10763053.449999999254942
Day 44,10206237.029999999329448,10423591.269999999552965,10585473.189999999478459
Day 45,10289790.050000000745058,10512439.969999998807907,10681601.980000000447035
Day 46,10110875.870000001043081,10322781.839999999850988,10507703.079999998211861
Day 47,10070675.330000000074506,10288214.740000000223517,10451100.640000000596046
Day 48,10308528.320000000298023,10507399.320000000298023,10654774.629999998956919
Day 49,10250438.050000000745058,10459645.740000000223517,10603744.119999999180436
Day 50,10364681.219999998807907,10589368.179999999701977,10733081.109999999403954
Day 51,10310862.689999999478459,10523643.070000000298023,10667890.389999998733401
Day 52,10437658.349999999627471,10680315.880000000819564,10837900.359999999403954
Day 53,10436962.980000000447035,10663560.599999999627471,10841967.069999998435378
Day 54,10618311.660000000149012,10778203.699999999254942,10947035.229999996721745
Day 55,10590545.379999998956919,10755729.689999997615814,10932101.199999999254942
Day 56,10526787.099999999627471,10697241.060000000521541,10868908.059999998658895
Day 57,10360146.689999999478459,10546159.990000002086163,10728033.070000000298023
Day 58,10345224.990000000223517,10532443.219999998807907,10712704.150000000372529
Day 59,10382930.589999999850988,10619544.759999999776483,10808793.369999999180436
Day 60,10490680.730000000447035,10774451.609999999403954,10964237.470000000670552
Day 61,10366337.900000000372529,10621328.469999998807907,10811859.579999998211861
Day 62,10388163.970000000670552,10618904.699999999254942,10765130.140000000596046
Day 63,10407474.379999998956919,10642869.489999998360872,10800883.389999998733401
Day 64,10409638.859999999403954,10665851.460000000894070,10823318.980000000447035
Day 65,10416449.429999999701977,10658955.929999999701977,10811546.619999999180436
Day 66,10463286.689999999478459,10698423.179999999701977,10857159.759999997913837
Day 67,10513264.320000000298023,10751299.429999999701977,10896644.859999999403954
Day 68,10500374.779999999329448,10737311.740000000223517,10872144.580000000074506
Day 69,10446726.290000000968575,10703300.949999999254942,10831948.149999998509884
Day 70,10530108.009999999776483,10788520.150000000372529,10912199.890000000596046
Day 71,10620157.870000001043081,10852277.769999999552965,10953941.230000000447035
Day 72,10613492.620000001043081,10905520.109999999403954,11026989.519999999552965
Day 73,10461904.310000000521541,10753334.770000001415610,10873782.580000000074506
Day 74,10582136.510000001639128,10846998.189999999478459,10978465.960000000894070
Day 75,10561611.530000001192093,10828975.050000000745058,10969798.899999998509884
Day 76,10585204.769999999552965,10833742.900000000372529,10960296.009999999776483
Day 77,10643585.119999999180436,10916044.249999998137355,11048876.019999999552965
Day 78,10640469.670000001788139,10925443.189999999478459,11073733.480000000447035
Day 79,10615983.929999999701977,10881440.489999998360872,11036050.149999998509884
Day 80,10719541.900000000372529,10985639.880000000819564,11151113.980000000447035
Day 81,10725671.310000000521541,10916206.510000001639128,11056784.769999999552965
Day 82,10628593.519999999552965,10792608.809999998658895,10930477.450000001117587
Day 83,10755010.440000001341105,10931809.929999999701977,11086104.400000000372529
Day 84,10827044.939999999478459,11000781.559999998658895,11150665.000000000000000
Day 85,10777726.990000000223517,10937443.209999999031425,11095333.329999998211861
Day 86,10719972.800000000745058,10883725.740000000223517,11041569.039999997243285
Day 87,10756731.800000000745058,10920504.229999998584390,11073977.409999998286366
Day 88,10864401.519999999552965,11051651.240000000223517,11199365.769999999552965
Day 89,10817074.429999999701977,11006847.779999997466803,11132947.600000001490116
Day 90,10783182.699999999254942,10947447.009999999776483,11074009.389999998733401
Day 91,10776270.130000000819564,10954798.219999998807907,11073573.369999999180436
Day 92,10871202.740000002086163,11080979.509999999776483,11212753.330000000074506
Day 93,10945749.589999999850988,11153661.499999998137355,11296373.140000000596046
Day 94,10952877.429999999701977,11147700.879999998956919,11271836.049999998882413
Day 95,10987663.359999999403954,11173281.640000000596046,11294921.650000000372529
Day 96,10970799.849999999627471,11185002.570000000298023,11312278.839999999850988
Day 97,10952671.050000000745058,11172340.500000000000000,11298421.240000000223517
Day 98,10955431.440000001341105,11156454.340000001713634,11250040.510000001639128
Day 99,10870552.620000001043081,11053156.669999999925494,11140687.569999998435378
Day 100,10935976.879999998956919,11137831.750000000000000,11214732.009999999776483
Day 101,10929071.910000000149012,11149646.400000000372529,11234876.199999999254942
Day 102,10931067.919999998062849,11178962.810000000521541,11293612.959999999031425
Day 103,10963616.980000000447035,11201804.370000001043081,11304359.109999999403954
Day 104,10927447.689999999478459,11157175.629999998956919,11264998.599999999627471
Day 105,10979643.900000000372529,11214986.509999999776483,11315240.080000000074506
Day 106,10908956.219999998807907,11141288.899999998509884,11220834.610000001266599
Day 107,10910395.560000000521541,11104322.140000000596046,11160220.809999998658895
Day 108,10853947.699999999254942,11048586.870000001043081,11100126.310000000521541
Day 109,10820097.700000001117587,11031708.199999999254942,11087792.080000000074506
Day 110,10998155.790000000968575,11193407.660000000149012,11239557.610000001266599
Day 111,11008709.830000000074506,11219337.530000001192093,11262342.190000001341105
Day 112,10931435.720000000670552,11128396.390000000596046,11162262.520000001415610
Day 113,10877019.560000000521541,11114884.250000000000000,11159420.649999998509884
Day 114,10980987.910000000149012,11253393.560000000521541,11307119.709999999031425
Day 115,10998356.619999999180436,11263023.419999999925494,11325155.979999998584390
Day 116,11128305.750000000000000,11377400.099999999627471,11445232.419999998062849
Day 117,11084337.240000000223517,11327532.319999998435378,11399893.779999999329448
Day 118,11192667.620000001043081,11404074.849999999627471,11457595.150000000372529
Day 119,11259701.609999999403954,11494817.300000000745058,11547047.169999998062849
Day 120,11131273.460000000894070,11332964.390000000596046,11393656.989999998360872
Day 121,11087536.429999999701977,11360428.710000000894070,11443177.179999999701977
Day 122,11250597.640000000596046,11464324.150000000372529,11564253.580000000074506
Day 123,11021767.140000000596046,11208908.310000000521541,11314530.159999998286366
Day 124,11058699.189999999478459,11260786.290000000968575,11365058.590000001713634
result_train_2015_Q3-Q4(2015 Q1).csv,128
Day 1,10000000.000000000000000,10000000.000000000000000,10000000.000000000000000
Day 2,9995531.210000000894070,9994226.160000000149012,9995531.210000000894070
Day 3,9960796.070000000298023,9984814.300000000745058,9960796.070000000298023
Day 4,10062758.580000001937151,10099700.440000001341105,10062758.580000001937151
Day 5,9956440.060000000521541,9944953.100000001490116,9956440.060000000521541
Day 6,10007331.830000000074506,9969216.339999999850988,10007331.830000000074506
Day 7,10144634.990000000223517,10095294.379999998956919,10144634.990000000223517
Day 8,10265666.330000001937151,10262404.880000000819564,10265666.330000001937151
Day 9,10304463.320000000298023,10279272.359999999403954,10304463.320000000298023
Day 10,10329420.169999999925494,10268985.160000000149012,10329420.169999999925494
Day 11,10228320.539999999105930,10251165.539999999105930,10228320.539999999105930
Day 12,10197924.220000000670552,10260581.919999999925494,10197924.220000000670552
Day 13,10150111.250000000000000,10228824.660000000149012,10150111.250000000000000
Day 14,10161311.339999999850988,10242504.780000001192093,10161311.339999999850988
Day 15,10221285.280000001192093,10339159.040000000968575,10221285.280000001192093
Day 16,10181870.570000000298023,10320760.000000000000000,10181870.570000000298023
Day 17,10085565.699999999254942,10230459.000000000000000,10085565.699999999254942
Day 18,10059233.640000000596046,10149694.099999999627471,10059233.640000000596046
Day 19,10205555.190000001341105,10308156.259999999776483,10205555.190000001341105
Day 20,10319762.050000000745058,10442204.960000000894070,10319762.050000000745058
Day 21,10373901.789999999105930,10450788.919999999925494,10373901.789999999105930
Day 22,10435358.740000000223517,10485356.300000000745058,10435358.740000000223517
Day 23,10406139.060000000521541,10461749.280000001192093,10406139.060000000521541
